20,"Cecily","セシリー",-142775.69,13242.279,-302781.22,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-142695.48,13242.279,-302630.6,"Hidell Plains","Lestania"
5,"Leo","レオ",-142949.52,13242.279,-302575.62,"Hidell Plains","Lestania"
13,"Lise","リズ",-142599.31,13242.279,-302496.12,"Hidell Plains","Lestania"
22,"Loeg","ロイグ",-143858.44,13242.279,-303240.1,"Hidell Plains","Lestania"
5,"Leo","レオ",-142695.48,13242.279,-302630.6,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-142949.52,13242.279,-302575.62,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-145757.89,13242.279,-302420.22,"Hidell Plains","Lestania"
20,"Cecily","セシリー",-145932.0,13242.279,-302524.66,"Hidell Plains","Lestania"
13,"Lise","リズ",-145653.36,13242.279,-302658.2,"Hidell Plains","Lestania"
5,"Leo","レオ",-145207.25,13242.279,-302548.1,"Hidell Plains","Lestania"
1806,"Zeppeli","ツエッペリ",58712.29,18028.377,-227215.81,"Hidell Plains","Lestania"
1807,"Rick","リック",56569.918,18028.09,-228388.47,"Hidell Plains","Lestania"
1802,"Isabel","イザベル",59884.918,18034.336,-227395.36,"Hidell Plains","Lestania"
1805,"Dion","ダイアン",57538.707,18026.287,-229218.2,"Hidell Plains","Lestania"
8064,"Stray pawn","野良ポーン65",58656.66,18028.13,-229531.33,"Hidell Plains","Lestania"
8066,"Stray pawn","野良ポーン67",57263.633,18028.125,-227639.92,"Hidell Plains","Lestania"
8067,"Stray pawn","野良ポーン68",59560.26,18034.668,-227311.31,"Hidell Plains","Lestania"
1804,"Lyonnet","ライオネット",60943.41,18020.367,-229390.45,"Hidell Plains","Lestania"
6,"Iris","イリス",87983.78,25441.684,-224953.06,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",88711.41,25358.953,-223977.33,"Hidell Plains","Lestania"
8056,"Stray pawn","野良ポーン57",-185980.62,7999.9717,-200739.16,"Hidell Plains","Lestania"
8057,"Stray pawn","野良ポーン58",-188240.94,8009.6836,-205234.8,"Hidell Plains","Lestania"
4,"Joseph","ジョゼフ",-76113.13,5651.4844,-182685.05,"Hidell Plains","Lestania"
8,"Heinz","ハインツ",-76151.53,5627.2285,-182000.53,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-75988.67,5651.0137,-182694.78,"Hidell Plains","Lestania"
504,"White Knight","白衛騎士団員",-76471.17,5618.025,-181812.86,"Hidell Plains","Lestania"
505,"White Knight","白衛騎士団員",-76589.63,5625.907,-182003.06,"Hidell Plains","Lestania"
1017,"Logan","ローガン",-76285.07,5624.087,-181875.47,"Hidell Plains","Lestania"
1016,"Duke","デューク",-76090.4,5639.0044,-181764.39,"Hidell Plains","Lestania"
6001,"Demo NPC","自分中心　デモ枠2",-75927.195,5657.0454,-182809.12,"Hidell Plains","Lestania"
6002,"Demo NPC","自分中心　デモ枠3",-76094.4,5659.839,-182856.78,"Hidell Plains","Lestania"
6003,"Demo NPC","自分中心　デモ枠4",-76247.08,5657.6475,-182838.8,"Hidell Plains","Lestania"
14,"Mayleaf","メイリーフ",-44992.438,7183.092,-174868.36,"Hidell Plains","Lestania"
6002,"Demo NPC","自分中心　デモ枠3",-45270.98,7183.2007,-175334.36,"Hidell Plains","Lestania"
5,"Leo","レオ",-45500.465,7183.0913,-174787.1,"Hidell Plains","Lestania"
6003,"Demo NPC","自分中心　デモ枠4",-45967.688,7183.201,-175188.3,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-45398.758,7183.0913,-175042.23,"Hidell Plains","Lestania"
15,"Kieshildt","キースヒルト",-46215.684,7184.759,-175656.19,"Hidell Plains","Lestania"
6001,"Demo NPC","自分中心　デモ枠2",-45473.414,7183.0913,-175409.66,"Hidell Plains","Lestania"
15,"Kieshildt","キースヒルト",-46215.684,7184.759,-175656.19,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-34534.117,15183.412,-174442.9,"Hidell Plains","Lestania"
5,"Leo","レオ",-34772.29,15181.803,-174290.03,"Hidell Plains","Lestania"
22,"Loeg","ロイグ",-34782.484,15182.861,-174611.19,"Hidell Plains","Lestania"
11,"Vanessa","ヴァネッサ",-51176.84,7363.293,-157267.6,"Hidell Plains","Lestania"
532,"Arisen Corps Regimental Soldier","覚者隊の隊士",-51305.15,7387.565,-157536.73,"Hidell Plains","Lestania"
1905,"Scherzo","スケルツォ",-51051.89,7365.826,-157581.52,"Hidell Plains","Lestania"
505,"White Knight","白衛騎士団員",-125970.766,2960.7407,-91249.92,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-125450.766,2923.2322,-90876.71,"Hidell Plains","Lestania"
506,"White Knight","白衛騎士団員",-125773.05,2958.9443,-90771.016,"Hidell Plains","Lestania"
504,"White Knight","白衛騎士団員",-125487.27,2935.308,-91224.96,"Hidell Plains","Lestania"
5,"Leo","レオ",-125378.52,2924.0852,-90737.85,"Hidell Plains","Lestania"
6002,"Demo NPC","自分中心　デモ枠3",-125044.89,2905.4006,-91189.59,"Hidell Plains","Lestania"
6003,"Demo NPC","自分中心　デモ枠4",-125182.266,2953.4265,-91420.72,"Hidell Plains","Lestania"
504,"White Knight","白衛騎士団員",-124923.336,2883.8452,-90715.62,"Hidell Plains","Lestania"
7,"Gerd","ゲルト",-125375.305,2927.9058,-91004.43,"Hidell Plains","Lestania"
8,"Heinz","ハインツ",-124849.44,2886.5955,-91067.06,"Hidell Plains","Lestania"
6001,"Demo NPC","自分中心　デモ枠2",-124769.98,2865.6196,-90786.9,"Hidell Plains","Lestania"
5,"Leo","レオ",-123548.35,2798.561,-90556.02,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-123901.36,2814.6284,-90875.73,"Hidell Plains","Lestania"
7,"Gerd","ゲルト",-123677.91,2808.891,-90884.78,"Hidell Plains","Lestania"
505,"White Knight","白衛騎士団員",-124102.7,2828.37,-90765.66,"Hidell Plains","Lestania"
8,"Heinz","ハインツ",-123767.68,2793.0205,-90385.56,"Hidell Plains","Lestania"
506,"White Knight","白衛騎士団員",-124139.77,2834.3696,-90387.62,"Hidell Plains","Lestania"
1209,"Thales","ターレス",-205654.34,1772.4183,-80256.44,"Hidell Plains","Lestania"
1200,"Walter","ウォルター",-207371.44,1900.3043,-80066.46,"Hidell Plains","Lestania"
1210,"Freud","フロイト",-205200.44,1744.6066,-80652.53,"Hidell Plains","Lestania"
6003,"Demo NPC","自分中心　デモ枠4",-225085.6,212.78964,-77265.14,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-225415.67,182.48444,-77342.734,"Hidell Plains","Lestania"
6001,"Demo NPC","自分中心　デモ枠2",-225271.75,194.27374,-77590.516,"Hidell Plains","Lestania"
6002,"Demo NPC","自分中心　デモ枠3",-225195.84,202.90552,-77385.84,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-224719.84,378.97223,-75572.35,"Hidell Plains","Lestania"
6001,"Demo NPC","自分中心　デモ枠2",-224932.62,358.29944,-75623.85,"Hidell Plains","Lestania"
6002,"Demo NPC","自分中心　デモ枠3",-224772.47,411.85297,-75246.734,"Hidell Plains","Lestania"
6003,"Demo NPC","自分中心　デモ枠4",-224935.05,386.00208,-75409.08,"Hidell Plains","Lestania"
1201,"Rosa","ローザ",-204955.5,1808.5503,-79436.3,"Hidell Plains","Lestania"
1206,"Akim","アキム",-207232.2,1882.6925,-78905.94,"Hidell Plains","Lestania"
8009,"Stray pawn","野良ポーン10",-206389.17,1830.9298,-78980.22,"Hidell Plains","Lestania"
8010,"Stray pawn","野良ポーン11",-204985.66,1790.0844,-79814.945,"Hidell Plains","Lestania"
8011,"Stray pawn","野良ポーン12",-206810.75,2336.2505,-77064.85,"Hidell Plains","Lestania"
6000,"Demo NPC","自分中心　デモ枠1",-207128.08,2742.7388,-75045.086,"Hidell Plains","Lestania"
