20,"Cecily","Cecily",-142775.69,13242.279,-302781.22,"Hidell Plains","Lestania"
6000,"自分中心　デモ枠1〈501〉","自分中心　デモ枠1〈501〉",-142695.48,13242.279,-302630.6,"Hidell Plains","Lestania"
5,"Leo","Leo",-142949.52,13242.279,-302575.62,"Hidell Plains","Lestania"
13,"Lise","Lise",-142599.31,13242.279,-302496.12,"Hidell Plains","Lestania"
22,"Loeg","Loeg",-143858.44,13242.279,-303240.1,"Hidell Plains","Lestania"
5,"Leo","Leo",-142695.48,13242.279,-302630.6,"Hidell Plains","Lestania"
6000,"自分中心　デモ枠1〈501〉","自分中心　デモ枠1〈501〉",-142949.52,13242.279,-302575.62,"Hidell Plains","Lestania"
6000,"自分中心　デモ枠1〈501〉","自分中心　デモ枠1〈501〉",-145757.89,13242.279,-302420.22,"Hidell Plains","Lestania"
20,"Cecily","Cecily",-145932.0,13242.279,-302524.66,"Hidell Plains","Lestania"
13,"Lise","Lise",-145653.36,13242.279,-302658.2,"Hidell Plains","Lestania"
5,"Leo","Leo",-145207.25,13242.279,-302548.1,"Hidell Plains","Lestania"
1806,"Zeppeli","Zeppeli",58712.29,18028.377,-227215.81,"Hidell Plains","Lestania"
1807,"Rick","Rick",56569.918,18028.09,-228388.47,"Hidell Plains","Lestania"
1802,"Isabel","Isabel",59884.918,18034.336,-227395.36,"Hidell Plains","Lestania"
1805,"Dion","Dion",57538.707,18026.287,-229218.2,"Hidell Plains","Lestania"
8064,"野良ポーン65〈601〉","野良ポーン65〈601〉",58656.66,18028.13,-229531.33,"Hidell Plains","Lestania"
8066,"野良ポーン67〈603〉","野良ポーン67〈603〉",57263.633,18028.125,-227639.92,"Hidell Plains","Lestania"
8067,"野良ポーン68〈604〉","野良ポーン68〈604〉",59560.26,18034.668,-227311.31,"Hidell Plains","Lestania"
1804,"Lyonnet","Lyonnet",60943.41,18020.367,-229390.45,"Hidell Plains","Lestania"
6,"Iris","Iris",87983.78,25441.684,-224953.06,"Hidell Plains","Lestania"
6000,"自分中心　デモ枠1〈501〉","自分中心　デモ枠1〈501〉",88711.41,25358.953,-223977.33,"Hidell Plains","Lestania"
8056,"野良ポーン57〈593〉","野良ポーン57〈593〉",-185980.62,7999.9717,-200739.16,"Hidell Plains","Lestania"
8057,"野良ポーン58〈594〉","野良ポーン58〈594〉",-188240.94,8009.6836,-205234.8,"Hidell Plains","Lestania"
4,"Joseph","Joseph",-76113.13,5651.4844,-182685.05,"Hidell Plains","Lestania"
8,"Heinz","Heinz",-76151.53,5627.2285,-182000.53,"Hidell Plains","Lestania"
6000,"自分中心　デモ枠1〈501〉","自分中心　デモ枠1〈501〉",-75988.67,5651.0137,-182694.78,"Hidell Plains","Lestania"
504,"White Knight","White Knight",-76471.17,5618.025,-181812.86,"Hidell Plains","Lestania"
505,"White Knight","White Knight",-76589.63,5625.907,-182003.06,"Hidell Plains","Lestania"
1017,"Logan","Logan",-76285.07,5624.087,-181875.47,"Hidell Plains","Lestania"
1016,"Duke","Duke",-76090.4,5639.0044,-181764.39,"Hidell Plains","Lestania"
